OptSimEltSgn, 3
SamplesNum,10001
Delt,1.00000000000000000e+000
Fsym,1.93414489746093750e+002
SamplesPerBit,100
Minimum,3.71012720545849110e-010
Maximum,3.20578576065599920e-003
+1.13700837633956550e-009
+1.02207575736201760e-009
+1.02189157136223230e-009
+1.28837007729032390e-009
+1.68196878647108860e-009
+1.91413129790873880e-009
+1.94161975386464290e-009
+2.01668215460415470e-009
+2.21753615470277050e-009
+2.40759856495742500e-009
+2.58100718575349220e-009
+2.67698796463378130e-009
+2.60894728043581380e-009
+2.44563125306740400e-009
+2.29396079909349740e-009
+2.16432427535551140e-009
+2.00710781328439230e-009
+1.81570181112533650e-009
+1.61632396356026220e-009
+1.45020118136329760e-009
+1.32682953513096890e-009
+1.31095256872271190e-009
+1.41312661572357000e-009
+1.46822032309756880e-009
+1.51163204176185670e-009
+1.59704838242902270e-009
+1.61229019024489160e-009
+1.66359992448406050e-009
+1.78798853500694580e-009
+1.85609616565329820e-009
+1.87013515784428820e-009
+1.79815051737364230e-009
+1.63753066662053470e-009
+1.57210899853765800e-009
+1.64841451599784250e-009
+1.75203207497531820e-009
+1.86131610124817830e-009
+1.87639126458805090e-009
+1.74705538924513350e-009
+1.57133228650963020e-009
+1.39582601033083620e-009
+1.28513000241525790e-009
+1.35701094805540380e-009
+1.57450708027084830e-009
+1.70749714367701700e-009
+1.65663605056209920e-009
+1.64470059793586640e-009
+1.80319326137379220e-009
+1.89014159879263840e-009
+1.88616411378461630e-009
+2.02090211232075490e-009
+2.18536433393978770e-009
+2.17778106659238800e-009
+2.16489781657003280e-009
+2.24719887143010060e-009
+2.21174367709409130e-009
+2.02770156221276920e-009
+1.81520876108010040e-009
+1.61038749002528900e-009
+1.42463896235511810e-009
+1.32195143720537090e-009
+1.44080902764187610e-009
+1.68160174673914750e-009
+1.74882763825934260e-009
+1.63073854420048290e-009
+1.46748957430276050e-009
+1.30383492891184010e-009
+1.15296083791349700e-009
+1.01773556249185050e-009
+9.29402332872086840e-010
+8.93448037775357310e-010
+8.44089464990815940e-010
+7.63048069174487860e-010
+6.79082345911297120e-010
+6.00875571521442000e-010
+5.90771487285479680e-010
+7.33571592359538730e-010
+9.21657528074604220e-010
+9.76137504160590200e-010
+1.03256214689650960e-009
+1.20246479440311300e-009
+1.39335054605282950e-009
+1.57637936037957620e-009
+1.62429614203318810e-009
+1.51034773576697030e-009
+1.35868616357726070e-009
+1.27199950572531860e-009
+1.27358690260592770e-009
+1.25631793856939570e-009
+1.19107190776901460e-009
+1.09743891751890030e-009
+9.90826642954800720e-010
+8.96215213153084280e-010
+8.72525607320540080e-010
+9.31485666377795950e-010
+9.42741662512958100e-010
+9.74913372253638500e-010
+1.19183996005745030e-009
+1.45754086577909450e-009
+1.57226398567189560e-009
+1.51882573184991540e-009
+1.38340028321692900e-009
+1.23455179412701450e-009
+5.05204100775813460e-009
+3.08537480009363210e-008
+1.17309113534247440e-007
+3.04300385778333290e-007
+6.34748630545800550e-007
+1.20322840757580710e-006
+2.05254059437720570e-006
+3.21575475936697330e-006
+4.98135386806097810e-006
+7.66987068345770240e-006
+1.13536689241300340e-005
+1.63398253789637240e-005
+2.29869001486804340e-005
+3.12064330501016230e-005
+4.13709603890310970e-005
+5.42025736649520700e-005
+7.00898890499956910e-005
+8.93665128387510780e-005
+1.12540830741636460e-004
+1.40180200105533000e-004
+1.72630883753299710e-004
+2.09856254514306780e-004
+2.51969264354556800e-004
+2.99717969028279190e-004
+3.54036368662491440e-004
+4.15294809499755500e-004
+4.83197829453274610e-004
+5.57223975192755460e-004
+6.36920973192900420e-004
+7.22785713151097300e-004
+8.15855630207806830e-004
+9.15897486265748740e-004
+1.02213246282190080e-003
+1.13458663690835240e-003
+1.25265738461166620e-003
+1.37432210613042120e-003
+1.49779894854873420e-003
+1.62378803361207250e-003
+1.75291742198169230e-003
+1.88343995250761510e-003
+2.01362115330994130e-003
+2.14174506254494190e-003
+2.26691504940390590e-003
+2.38899211399257180e-003
+2.50587309710681440e-003
+2.61610443703830240e-003
+2.72106216289103030e-003
+2.82027153298258780e-003
+2.90988851338624950e-003
+2.98639992251992230e-003
+3.05061973631381990e-003
+3.10411560349166390e-003
+3.14496550709009170e-003
+3.17284953780472280e-003
+3.18839657120406630e-003
+3.19113815203309060e-003
+3.18098650313913820e-003
+3.15798330120742320e-003
+3.12236906029284000e-003
+3.07487556710839270e-003
+3.01639270037412640e-003
+2.94720963574945930e-003
+2.86739016883075240e-003
+2.77746072970330720e-003
+2.67963600344955920e-003
+2.57652578875422480e-003
+2.46902718208730220e-003
+2.35673133283853530e-003
+2.24032090045511720e-003
+2.12218821980059150e-003
+2.00368138030171390e-003
+1.88459421042352910e-003
+1.76501111127436160e-003
+1.64617947302758690e-003
+1.52972852811217310e-003
+1.41665281262248750e-003
+1.30717922002077100e-003
+1.20150484144687650e-003
+1.10005692113190890e-003
+1.00348296109586950e-003
+9.12651536054909230e-004
+8.27471201773732900e-004
+7.47570244129747150e-004
+6.73360191285610200e-004
+6.04965025559067730e-004
+5.42132533155381680e-004
+4.84576565213501450e-004
+4.31938038673251870e-004
+3.84051265427842740e-004
+3.40792495990172030e-004
+3.01931140711531040e-004
+2.67175026237964630e-004
+2.36172956647351380e-004
+2.08595127332955600e-004
+1.84119577170349660e-004
+1.62435535457916560e-004
+1.43265613587573170e-004
+1.26340251881629230e-004
+1.11407243821304290e-004
+9.82368947006762030e-005
+8.66227783262729640e-005
+7.63814896345138550e-005
+6.73508620820939540e-005
+5.93878503423184160e-005
+5.23663293279241770e-005
+4.61750314570963380e-005
+4.07158149755559860e-005
+3.59020923497155310e-005
+3.16575351462233810e-005
+2.79147316177841280e-005
+2.46143154072342440e-005
+2.17040706047555430e-005
+1.91379021998727690e-005
+1.68751503224484620e-005
+1.48799708767910490e-005
+1.31207161757629360e-005
+1.15694474516203630e-005
+1.02016765595180910e-005
+8.99582755664596330e-006
+7.93258641351712870e-006
+6.99488464306341480e-006
+6.16791476204525680e-006
+5.43878240932826880e-006
+4.79604887004825290e-006
+4.22932862420566380e-006
+3.72947397409006950e-006
+3.28864075527235400e-006
+2.89992112811887640e-006
+2.55715963248803750e-006
+2.25490998673194550e-006
+1.98842303689161780e-006
+1.75347543063253400e-006
+1.54626786752487530e-006
+1.36349694912496490e-006
+1.20236188649869290e-006
+1.06034769942198180e-006
+9.35087143716373250e-007
+8.24572168767190310e-007
+7.27110773368622180e-007
+6.41291080683004110e-007
