OptSimOptSgn, 4
SamplesNum,10001
Delt,1.00000000000000000e+000
Fsym,1.93414489746093750e+002
Tstart,1.00000000000000000e+003
Polarization,1
Minimum,7.00416323816202590e-029
Maximum,5.01187280574563410e-001
+5.94089935666147760e-015,-1.31777498052596150e-014
+6.20695023156869750e-011,-1.38574429708882010e-010
+2.47472264902626190e-010,-5.47804246409100410e-010
+5.48988743354072990e-010,-1.23028842669015150e-009
+9.60828083762521600e-010,-2.18756102121631100e-009
+1.52515544638021080e-009,-3.39970140927903230e-009
+2.22184093345845210e-009,-4.87348339461846080e-009
+3.03212810415232070e-009,-6.61533405832415160e-009
+3.97098087745462180e-009,-8.61564863896546740e-009
+5.05189667876493330e-009,-1.08647766339231570e-008
+6.27839069622382340e-009,-1.33569288962576140e-008
+7.58110374476927970e-009,-1.61198272508045190e-008
+9.09215991384826340e-009,-1.90855828918756740e-008
+1.05356132706901920e-008,-2.23783906960761670e-008
+1.19152359090435310e-008,-2.59866137497510860e-008
+1.36082647372859360e-008,-2.97271611771066090e-008
+1.53083306031476240e-008,-3.37318333265557160e-008
+1.73294001371004920e-008,-3.78466751271844260e-008
+1.93692031302816760e-008,-4.21971115827091130e-008
+2.13726689679560880e-008,-4.67950442839537570e-008
+2.38662778428988530e-008,-5.13833136039920650e-008
+2.65015192013606790e-008,-5.61028095091842260e-008
+2.89207395809398800e-008,-6.11049415510933610e-008
+3.06330392163545180e-008,-6.65989077219819590e-008
+3.25883959817474530e-008,-7.21146591331489620e-008
+3.52249927004777420e-008,-7.74373773992920180e-008
+3.82954645772315420e-008,-8.26526118657966440e-008
+4.16707131023486000e-008,-8.77867307735868960e-008
+4.48626877869173770e-008,-9.30413222022252740e-008
+4.69213503606624730e-008,-9.88493766840292660e-008
+4.88753890692805730e-008,-1.04683792301329960e-007
+5.20198959463868960e-008,-1.09908846468442790e-007
+5.49529559634720500e-008,-1.15150427859589400e-007
+5.85978767730921390e-008,-1.19931797826211550e-007
+6.27510630124561430e-008,-1.24298679793355400e-007
+6.58518146678943590e-008,-1.29001378468274200e-007
+6.80354830251417300e-008,-1.33955353476267190e-007
+7.00485998095246030e-008,-1.38747381583925740e-007
+7.19515327318731580e-008,-1.43314480283152080e-007
+7.48196171684867290e-008,-1.47083284218751940e-007
+7.75766650917830700e-008,-1.50561731970810800e-007
+7.90838114994585340e-008,-1.54309731215107600e-007
+7.94463872466621980e-008,-1.58238862013604380e-007
+8.04139119736646530e-008,-1.61435295353840050e-007
+8.28106223593749750e-008,-1.63470915026664440e-007
+8.43503116243482510e-008,-1.65470609658768810e-007
+8.44635792418557680e-008,-1.67711405651971290e-007
+8.36572269236057760e-008,-1.69908176417266080e-007
+8.32224742453036010e-008,-1.71405105220401310e-007
+8.37141342913128030e-008,-1.71937017512391320e-007
+8.37832629940749030e-008,-1.72157555766716540e-007
+8.37030711409170180e-008,-1.71932285297771160e-007
+8.41188665390291130e-008,-1.70946989896947340e-007
+8.36976568052705260e-008,-1.69859021070806190e-007
+8.41274143681403070e-008,-1.67842472365009600e-007
+8.34567757124204950e-008,-1.65877835911487640e-007
+8.28656325779775220e-008,-1.63391604246498900e-007
+8.22620620510861040e-008,-1.60445097208139490e-007
+7.91419907386625710e-008,-1.58332056798826670e-007
+7.62951870569850140e-008,-1.55646645794149660e-007
+7.34175173988660390e-008,-1.52572368961045870e-007
