OptSimOptSgn, 4
SamplesNum,10001
Delt,1.00000000000000000e+000
Fsym,1.93414489746093750e+002
Tstart,1.00000000000000000e+003
Polarization,1
Minimum,9.99999850185123050e-001
Maximum,1.00000014546967720e+000
+4.10992354154586790e-001,-9.11638796329498290e-001
+4.08781290054321290e-001,-9.12632346153259280e-001
+4.11692857742309570e-001,-9.11322653293609620e-001
+4.07497853040695190e-001,-9.13206160068511960e-001
+4.02142852544784550e-001,-9.15576934814453130e-001
+4.09313172101974490e-001,-9.12393927574157710e-001
+4.14827197790145870e-001,-9.09900188446044920e-001
+4.16666090488433840e-001,-9.09059584140777590e-001
+4.18582588434219360e-001,-9.08178746700286870e-001
+4.21628624200820920e-001,-9.06768620014190670e-001
+4.25396353006362920e-001,-9.05007183551788330e-001
+4.25581187009811400e-001,-9.04920279979705810e-001
+4.30079609155654910e-001,-9.02790963649749760e-001
+4.25949513912200930e-001,-9.04746949672698970e-001
+4.16790693998336790e-001,-9.09002482891082760e-001
+4.16232943534851070e-001,-9.09258008003234860e-001
+4.13258731365203860e-001,-9.10613656044006350e-001
+4.16317343711853030e-001,-9.09219384193420410e-001
+4.17168349027633670e-001,-9.08829212188720700e-001
+4.15448606014251710e-001,-9.09616649150848390e-001
+4.21252757310867310e-001,-9.06943321228027340e-001
+4.27118659019470210e-001,-9.04195606708526610e-001
+4.27799910306930540e-001,-9.03873443603515630e-001
+4.17877942323684690e-001,-9.08503174781799320e-001
+4.11801755428314210e-001,-9.11273479461669920e-001
+4.14058029651641850e-001,-9.10250484943389890e-001
+4.20398056507110600e-001,-9.07339811325073240e-001
+4.28821831941604610e-001,-9.03389096260070800e-001
+4.34326529502868650e-001,-9.00755524635314940e-001
+4.28817391395568850e-001,-9.03391182422637940e-001
+4.23048615455627440e-001,-9.06107008457183840e-001
+4.27802950143814090e-001,-9.03872013092041020e-001
+4.30696368217468260e-001,-9.02496874332427980e-001
+4.38995778560638430e-001,-8.98489117622375490e-001
+4.50667411088943480e-001,-8.92691910266876220e-001
+4.54660892486572270e-001,-8.90664637088775630e-001
+4.52837288379669190e-001,-8.91593217849731450e-001
+4.50684010982513430e-001,-8.92683506011962890e-001
+4.48681145906448360e-001,-8.93691897392272950e-001
+4.53398376703262330e-001,-8.91308009624481200e-001
+4.58024561405181880e-001,-8.88939559459686280e-001
+4.56091165542602540e-001,-8.89933109283447270e-001
+4.48690235614776610e-001,-8.93687367439270020e-001
+4.45865809917449950e-001,-8.95099818706512450e-001
+4.51901167631149290e-001,-8.92067968845367430e-001
+4.54156458377838130e-001,-8.90921950340271000e-001
+4.49801445007324220e-001,-8.93128573894500730e-001
+4.41727072000503540e-001,-8.97149443626403810e-001
+4.36770528554916380e-001,-8.99572968482971190e-001
+4.37757849693298340e-001,-8.99092912673950200e-001
+4.37596380710601810e-001,-8.99171531200408940e-001
+4.37720835208892820e-001,-8.99110913276672360e-001
+4.41516488790512080e-001,-8.97253096103668210e-001
+4.42001760005950930e-001,-8.97014200687408450e-001
+4.48091894388198850e-001,-8.93987476825714110e-001
+4.49443280696868900e-001,-8.93308877944946290e-001
+4.52314645051956180e-001,-8.91858458518981930e-001
+4.56239908933639530e-001,-8.89856815338134770e-001
+4.47104930877685550e-001,-8.94481480121612550e-001
+4.40147072076797490e-001,-8.97925734519958500e-001
+4.33608263731002810e-001,-9.01101529598236080e-001
