OptSimOptSgn, 4
SamplesNum,10001
Delt,1.00000000000000000e+000
Fsym,1.93414489746093750e+002
Tstart,1.00000000000000000e+003
Polarization,1
Minimum,3.66578568896773280e-014
Maximum,5.01187313657545990e-001
+7.86895952842314730e-008,-1.74544581454938450e-007
+7.82662610276929630e-008,-1.74734807956156150e-007
+7.88237173310335490e-008,-1.74484057424706410e-007
+7.80205340333850470e-008,-1.74844672073959370e-007
+7.69952492873926530e-008,-1.75298595195272360e-007
+7.83680960125821000e-008,-1.74689162690810920e-007
+7.94238275148018150e-008,-1.74211706394089560e-007
+7.97759014403709440e-008,-1.74050768464439900e-007
+8.01428399199721750e-008,-1.73882114040679880e-007
+8.07260462920567080e-008,-1.73612122011945760e-007
+8.14474248045371500e-008,-1.73274884218699300e-007
+8.14828098327780030e-008,-1.73258243307827800e-007
+8.23440871045022500e-008,-1.72850562307758080e-007
+8.15533311993021930e-008,-1.73225060962067800e-007
+7.97997614654377680e-008,-1.74039826106309190e-007
+7.96929739976803830e-008,-1.74088754079093630e-007
+7.91235237329601660e-008,-1.74348315340466800e-007
+7.97091317394915680e-008,-1.74081364434641730e-007
+7.98720662942287160e-008,-1.74006657971403910e-007
+7.95428007904774860e-008,-1.74157420929077490e-007
+8.06540754183515670e-008,-1.73645574363945340e-007
+8.17771805827760550e-008,-1.73119488522388560e-007
+8.19076149127795360e-008,-1.73057813412924590e-007
+8.00079291707334050e-008,-1.73944229686640030e-007
+7.88445646549007510e-008,-1.74474635628030230e-007
+7.92765604273881760e-008,-1.74278781628345310e-007
+8.04904374263060160e-008,-1.73721488749833950e-007
+8.21032699604984370e-008,-1.72965073375053180e-007
+8.31572180004513940e-008,-1.72460843828048380e-007
+8.21024244146428830e-008,-1.72965471278985210e-007
+8.09979212590405950e-008,-1.73485460663869160e-007
+8.19081975578228590e-008,-1.73057543406685000e-007
+8.24621722017582210e-008,-1.72794244690521740e-007
+8.40512015543026790e-008,-1.72026915379319690e-007
+8.62858797745502670e-008,-1.70916962360934120e-007
+8.70504806016469960e-008,-1.70528821286097810e-007
+8.67013270067218400e-008,-1.70706613289439700e-007
+8.62890559005791150e-008,-1.70915356534351300e-007
+8.59055830915167460e-008,-1.71108425206512040e-007
+8.68087610683687670e-008,-1.70652000974769180e-007
+8.76944952210578780e-008,-1.70198532600807080e-007
+8.73243237720089380e-008,-1.70388759102024780e-007
+8.59073239212193580e-008,-1.71107558344374410e-007
+8.53665511613144190e-008,-1.71377990909604700e-007
+8.65220997070537120e-008,-1.70797505916198130e-007
+8.69539036330024830e-008,-1.70578090319395410e-007
+8.61200817325880050e-008,-1.71000579030078370e-007
+8.45741396915400400e-008,-1.71770423662565010e-007
+8.36251459190862080e-008,-1.72234436490725780e-007
+8.38141858139351830e-008,-1.72142520682427860e-007
+8.37832700995022610e-008,-1.72157569977571260e-007
+8.38070945974322970e-008,-1.72145959709268940e-007
+8.45338234967130120e-008,-1.71790262015747430e-007
+8.46267340648410030e-008,-1.71744517274419200e-007
+8.57927631159327580e-008,-1.71165012829987970e-007
+8.60515072531597980e-008,-1.71035097196181600e-007
+8.66012612732447450e-008,-1.70757388673337120e-007
+8.73528023248582030e-008,-1.70374150343377550e-007
+8.56038013807847160e-008,-1.71259600278972360e-007
+8.42716332272175350e-008,-1.71919054992031310e-007
+8.30196924539450270e-008,-1.72527094832730650e-007
