
OptGoiOpFt  1
sim_Tx_50RZ_OOK: Instantaneous Optical Power at b35687, mon_RZ , Run 1
Polarization,,X
SimCentralFrequency,[THz],193.414
Minimum,[mW],3.6758e-023
Maximum,[mW],0.501187
Time[ns],Power[mW]
+1.9123359e+000,+3.8981233e-002
+1.9123359e+000,+5.0118728e-002
+1.9123359e+000,+6.2648410e-002
+1.9123359e+000,+7.7962466e-002
+1.9123359e+000,+9.4668709e-002
+1.9123359e+000,+1.1276714e-001
+1.9123359e+000,+1.3364994e-001
+1.9123359e+000,+1.5453274e-001
+1.9123359e+000,+1.7680774e-001
+1.9123359e+000,+2.0047491e-001
+1.9123359e+000,+2.2553428e-001
+1.9123359e+000,+2.4920145e-001
+1.9123359e+000,+2.7426082e-001
+1.9123359e+000,+2.9932018e-001
+1.9123359e+000,+3.2298736e-001
+1.9123359e+000,+3.4526235e-001
+1.9123359e+000,+3.6614515e-001
+1.9123359e+000,+3.8702796e-001
+1.9123359e+000,+4.0512639e-001
+1.9123359e+000,+4.2183263e-001
+1.9123359e+000,+4.3714668e-001
+1.9123359e+000,+4.4967637e-001
+1.9123359e+000,+4.6081386e-001
+1.9123359e+000,+4.7055917e-001
+1.9123359e+000,+4.7752010e-001
+1.9381783e+000,+4.8448104e-001
+1.9381783e+000,+4.8865760e-001
+1.9381783e+000,+4.9283416e-001
+1.9381783e+000,+4.9561853e-001
+1.9381783e+000,+4.9701072e-001
+1.9381783e+000,+4.9840291e-001
+1.9381783e+000,+4.9979509e-001
+1.9381783e+000,+4.7752010e-001
+1.9381783e+000,+4.7055917e-001
+1.9381783e+000,+4.6081386e-001
+1.9640207e+000,+4.4967637e-001
+1.9640207e+000,+4.3714668e-001
+1.9640207e+000,+4.2183263e-001
+1.9640207e+000,+4.0512639e-001
+1.9640207e+000,+3.8702796e-001
+1.9640207e+000,+3.6614515e-001
+1.9640207e+000,+3.4526235e-001
+1.9640207e+000,+3.2298736e-001
+1.9640207e+000,+2.9932018e-001
+1.9640207e+000,+2.7426082e-001
+1.9640207e+000,+2.5059364e-001
+1.9640207e+000,+2.2553428e-001
+1.9640207e+000,+2.0047491e-001
+1.9640207e+000,+1.7680774e-001
+1.9640207e+000,+1.5453274e-001
+1.9640207e+000,+1.3364994e-001
+1.9640207e+000,+1.1276714e-001
+1.9640207e+000,+9.4668709e-002
+1.9640207e+000,+7.7962466e-002
+1.9640207e+000,+6.2648410e-002
+1.9640207e+000,+5.0118728e-002
+1.9640207e+000,+3.8981233e-002
+1.9640207e+000,+2.9235925e-002
+1.9640207e+000,+2.2274990e-002
+1.9640207e+000,+1.5314056e-002
+1.9898630e+000,+1.1137495e-002
+1.9898630e+000,+6.9609345e-003
+1.9898630e+000,+4.1765607e-003
+1.9898630e+000,+2.7843738e-003
+1.9898630e+000,+1.3921869e-003
+1.9898630e+000,+0.0000000e+000
+2.0157054e+000,+0.0000000e+000
+2.0415478e+000,+0.0000000e+000
+2.0673902e+000,+0.0000000e+000
+2.0932326e+000,+0.0000000e+000
+2.0932326e+000,+1.3921869e-003
+2.0932326e+000,+2.7843738e-003
+2.0932326e+000,+4.1765607e-003
+2.0932326e+000,+6.9609345e-003
+2.0932326e+000,+1.1137495e-002
+2.0932326e+000,+1.5314056e-002
+2.0932326e+000,+2.2274990e-002
+2.0932326e+000,+2.9235925e-002
+2.0932326e+000,+3.8981233e-002
+2.0932326e+000,+5.0118728e-002
+2.0932326e+000,+6.2648410e-002
+2.0932326e+000,+7.7962466e-002
+2.0932326e+000,+9.4668709e-002
+2.0932326e+000,+1.1276714e-001
+2.1190749e+000,+1.3364994e-001
+2.1190749e+000,+1.5453274e-001
+2.1190749e+000,+1.7680774e-001
+2.1190749e+000,+2.0047491e-001
+2.1190749e+000,+2.2553428e-001
+2.1190749e+000,+2.4920145e-001
+2.1190749e+000,+2.7426082e-001
+2.1190749e+000,+2.9932018e-001
+2.1190749e+000,+3.2298736e-001
+2.1190749e+000,+3.4526235e-001
+2.1190749e+000,+3.6614515e-001
+2.1190749e+000,+3.8702796e-001
+2.1190749e+000,+4.0512639e-001
+2.1190749e+000,+4.2183263e-001
+2.1190749e+000,+4.3714668e-001
+2.1190749e+000,+4.4967637e-001
+2.1190749e+000,+4.6081386e-001
+2.1190749e+000,+4.7055917e-001
+2.1190749e+000,+4.7752010e-001
+2.1190749e+000,+4.8448104e-001
+2.1190749e+000,+4.8865760e-001
+2.1190749e+000,+4.9283416e-001
+2.1190749e+000,+4.9561853e-001
+2.1190749e+000,+4.9701072e-001
+2.1190749e+000,+4.9840291e-001
+2.1449173e+000,+4.9979509e-001
+2.1449173e+000,+4.9840291e-001
+2.1449173e+000,+4.9701072e-001
+2.1449173e+000,+4.9561853e-001
+2.1449173e+000,+4.9283416e-001
+2.1449173e+000,+4.8865760e-001
+2.1449173e+000,+4.8448104e-001
+2.1449173e+000,+4.7752010e-001
+2.1449173e+000,+4.7055917e-001
+2.1449173e+000,+4.6081386e-001
+2.1449173e+000,+4.4967637e-001
+2.1449173e+000,+4.3714668e-001
+2.1449173e+000,+4.2183263e-001
+2.1449173e+000,+4.0512639e-001
+2.1449173e+000,+3.8702796e-001
+2.1449173e+000,+3.6614515e-001
+2.1707597e+000,+3.4526235e-001
+2.1707597e+000,+3.2298736e-001
+2.1707597e+000,+2.9932018e-001
+2.1707597e+000,+2.7426082e-001
+2.1707597e+000,+2.5059364e-001
+2.1707597e+000,+2.2553428e-001
+2.1707597e+000,+2.0047491e-001
+2.1707597e+000,+1.7680774e-001
+2.1707597e+000,+1.5453274e-001
+2.1707597e+000,+1.3364994e-001
+2.1707597e+000,+1.1276714e-001
+2.1707597e+000,+9.4668709e-002
+2.1707597e+000,+7.7962466e-002
+2.1707597e+000,+6.2648410e-002
+2.1707597e+000,+5.0118728e-002
+2.1707597e+000,+3.8981233e-002
+2.1707597e+000,+2.9235925e-002
+2.1707597e+000,+2.2274990e-002
+2.1707597e+000,+1.5314056e-002
+2.1707597e+000,+1.1137495e-002
+2.1707597e+000,+6.9609345e-003
+2.1707597e+000,+4.1765607e-003
+2.1707597e+000,+2.7843738e-003
+2.1707597e+000,+1.3921869e-003
+2.1707597e+000,+0.0000000e+000
+2.1966021e+000,+0.0000000e+000
+2.2224444e+000,+0.0000000e+000
+2.2482868e+000,+0.0000000e+000
+2.2741292e+000,+0.0000000e+000
+2.2999716e+000,+0.0000000e+000
+2.3258140e+000,+0.0000000e+000
+2.3516563e+000,+0.0000000e+000
+2.3774987e+000,+0.0000000e+000
+2.4033411e+000,+0.0000000e+000
+2.4291835e+000,+0.0000000e+000
+2.4550258e+000,+0.0000000e+000
+2.4808682e+000,+0.0000000e+000
+2.4808682e+000,+1.3921869e-003
+2.5067106e+000,+2.7843738e-003
+2.5067106e+000,+4.1765607e-003
+2.5067106e+000,+6.9609345e-003
+2.5067106e+000,+1.1137495e-002
+2.5067106e+000,+1.5314056e-002
+2.5067106e+000,+2.2274990e-002
+2.5067106e+000,+2.9235925e-002
+2.5067106e+000,+3.8981233e-002
+2.5067106e+000,+5.0118728e-002
+2.5067106e+000,+6.2648410e-002
+2.5067106e+000,+7.7962466e-002
+2.5067106e+000,+9.4668709e-002
+2.5067106e+000,+1.1276714e-001
+2.5067106e+000,+1.3364994e-001
+2.5067106e+000,+1.5453274e-001
+2.5067106e+000,+1.7680774e-001
+2.5067106e+000,+2.0047491e-001
+2.5067106e+000,+2.2553428e-001
+2.5067106e+000,+2.4920145e-001
+2.5067106e+000,+2.7426082e-001
+2.5067106e+000,+2.9932018e-001
+2.5067106e+000,+3.2298736e-001
+2.5067106e+000,+3.4526235e-001
+2.5067106e+000,+3.6614515e-001
+2.5067106e+000,+3.8702796e-001
+2.5067106e+000,+4.0512639e-001
+2.5325530e+000,+4.2183263e-001
+2.5325530e+000,+4.3714668e-001
+2.5325530e+000,+4.4967637e-001
+2.5325530e+000,+4.6081386e-001
+2.5325530e+000,+4.7055917e-001
+2.5325530e+000,+4.7752010e-001
+2.5325530e+000,+4.8448104e-001
+2.5325530e+000,+4.8865760e-001
+2.5325530e+000,+4.9283416e-001
+2.5325530e+000,+4.9561853e-001
+2.5325530e+000,+4.9701072e-001
+2.5325530e+000,+4.9840291e-001
+2.5325530e+000,+4.9979509e-001
+2.5583953e+000,+4.9283416e-001
+2.5583953e+000,+4.8865760e-001
+2.5583953e+000,+4.8448104e-001
+2.5583953e+000,+4.7752010e-001
+2.5583953e+000,+4.7055917e-001
+2.5583953e+000,+4.6081386e-001
+2.5583953e+000,+4.4967637e-001
+2.5583953e+000,+4.3714668e-001
+2.5583953e+000,+4.2183263e-001
+2.5583953e+000,+4.0512639e-001
+2.5583953e+000,+3.8702796e-001
+2.5583953e+000,+3.6614515e-001
+2.5583953e+000,+3.4526235e-001
+2.5583953e+000,+3.2298736e-001
+2.5583953e+000,+2.9932018e-001
+2.5583953e+000,+2.7426082e-001
+2.5583953e+000,+2.5059364e-001
+2.5583953e+000,+2.2553428e-001
+2.5583953e+000,+2.0047491e-001
+2.5583953e+000,+1.7680774e-001
+2.5583953e+000,+1.5453274e-001
+2.5583953e+000,+1.3364994e-001
+2.5583953e+000,+1.1276714e-001
+2.5583953e+000,+9.4668709e-002
+2.5583953e+000,+7.7962466e-002
+2.5583953e+000,+6.2648410e-002
+2.5842377e+000,+5.0118728e-002
+2.5842377e+000,+3.8981233e-002
+2.5842377e+000,+2.9235925e-002
+2.5842377e+000,+2.2274990e-002
+2.5842377e+000,+1.5314056e-002
+2.5842377e+000,+1.1137495e-002
+2.5842377e+000,+6.9609345e-003
+2.5842377e+000,+4.1765607e-003
+2.5842377e+000,+2.7843738e-003
+2.5842377e+000,+1.3921869e-003
+2.5842377e+000,+0.0000000e+000
+2.6100801e+000,+1.5314056e-002
+2.6100801e+000,+2.2274990e-002
+2.6100801e+000,+2.9235925e-002
+2.6100801e+000,+3.8981233e-002
+2.6100801e+000,+5.0118728e-002
+2.6100801e+000,+6.2648410e-002
+2.6100801e+000,+7.7962466e-002
+2.6100801e+000,+9.4668709e-002
+2.6100801e+000,+1.1276714e-001
+2.6100801e+000,+1.3364994e-001
+2.6100801e+000,+1.5453274e-001
+2.6100801e+000,+1.7680774e-001
+2.6100801e+000,+2.0047491e-001
+2.6100801e+000,+2.2553428e-001
+2.6100801e+000,+2.4920145e-001
+2.6100801e+000,+2.7426082e-001
+2.6100801e+000,+2.9932018e-001
+2.6100801e+000,+3.2298736e-001
+2.6100801e+000,+3.4526235e-001
+2.6100801e+000,+3.6614515e-001
+2.6100801e+000,+3.8702796e-001
+2.6100801e+000,+4.0512639e-001
+2.6100801e+000,+4.2183263e-001
+2.6100801e+000,+4.3714668e-001
+2.6100801e+000,+4.4967637e-001
+2.6359225e+000,+4.6081386e-001
+2.6359225e+000,+4.7055917e-001
+2.6359225e+000,+4.7752010e-001
+2.6359225e+000,+4.8448104e-001
+2.6359225e+000,+4.8865760e-001
+2.6359225e+000,+4.9283416e-001
+2.6359225e+000,+4.9561853e-001
+2.6359225e+000,+4.9701072e-001
+2.6359225e+000,+4.9840291e-001
+2.6359225e+000,+4.9979509e-001
+2.6617649e+000,+4.7752010e-001
+2.6617649e+000,+4.7055917e-001
+2.6617649e+000,+4.6081386e-001
+2.6617649e+000,+4.4967637e-001
+2.6617649e+000,+4.3714668e-001
+2.6617649e+000,+4.2183263e-001
+2.6617649e+000,+4.0512639e-001
+2.6617649e+000,+3.8702796e-001
+2.6617649e+000,+3.6614515e-001
+2.6617649e+000,+3.4526235e-001
+2.6617649e+000,+3.2298736e-001
+2.6617649e+000,+2.9932018e-001
+2.6617649e+000,+2.7426082e-001
+2.6617649e+000,+2.5059364e-001
+2.6617649e+000,+2.2553428e-001
+2.6617649e+000,+2.0047491e-001
+2.6617649e+000,+1.7680774e-001
+2.6617649e+000,+1.5453274e-001
+2.6617649e+000,+1.3364994e-001
+2.6617649e+000,+1.1276714e-001
+2.6617649e+000,+9.4668709e-002
+2.6617649e+000,+7.7962466e-002
+2.6617649e+000,+6.2648410e-002
+2.6617649e+000,+5.0118728e-002
+2.6617649e+000,+3.8981233e-002
+2.6617649e+000,+2.9235925e-002
+2.6876072e+000,+2.2274990e-002
+2.6876072e+000,+1.5314056e-002
+2.6876072e+000,+1.1137495e-002
+2.6876072e+000,+6.9609345e-003
+2.6876072e+000,+4.1765607e-003
+2.6876072e+000,+2.7843738e-003
+2.6876072e+000,+1.3921869e-003
+2.6876072e+000,+0.0000000e+000
+2.6876072e+000,+2.9235925e-002
+2.7134496e+000,+3.8981233e-002
+2.7134496e+000,+5.0118728e-002
+2.7134496e+000,+6.2648410e-002
+2.7134496e+000,+7.7962466e-002
+2.7134496e+000,+9.4668709e-002
+2.7134496e+000,+1.1276714e-001
+2.7134496e+000,+1.3364994e-001
+2.7134496e+000,+1.5453274e-001
+2.7134496e+000,+1.7680774e-001
+2.7134496e+000,+2.0047491e-001
+2.7134496e+000,+2.2553428e-001
+2.7134496e+000,+2.4920145e-001
+2.7134496e+000,+2.7426082e-001
+2.7134496e+000,+2.9932018e-001
+2.7134496e+000,+3.2298736e-001
+2.7134496e+000,+3.4526235e-001
+2.7134496e+000,+3.6614515e-001
+2.7134496e+000,+3.8702796e-001
+2.7134496e+000,+4.0512639e-001
+2.7134496e+000,+4.2183263e-001
+2.7134496e+000,+4.3714668e-001
+2.7134496e+000,+4.4967637e-001
+2.7134496e+000,+4.6081386e-001
+2.7134496e+000,+4.7055917e-001
+2.7134496e+000,+4.7752010e-001
+2.7134496e+000,+4.8448104e-001
+2.7392920e+000,+4.8865760e-001
+2.7392920e+000,+4.9283416e-001
+2.7392920e+000,+4.9561853e-001
+2.7392920e+000,+4.9701072e-001
+2.7392920e+000,+4.9840291e-001
+2.7392920e+000,+4.9979509e-001
+2.7392920e+000,+4.8448104e-001
+2.7392920e+000,+4.7752010e-001
+2.7392920e+000,+4.7055917e-001
+2.7392920e+000,+4.6081386e-001
+2.7392920e+000,+4.4967637e-001
+2.7651344e+000,+4.3714668e-001
+2.7651344e+000,+4.2183263e-001
+2.7651344e+000,+4.0512639e-001
+2.7651344e+000,+3.8702796e-001
+2.7651344e+000,+3.6614515e-001
+2.7651344e+000,+3.4526235e-001
+2.7651344e+000,+3.2298736e-001
+2.7651344e+000,+2.9932018e-001
+2.7651344e+000,+2.7426082e-001
+2.7651344e+000,+2.5059364e-001
+2.7651344e+000,+2.2553428e-001
+2.7651344e+000,+2.0047491e-001
+2.7651344e+000,+1.7680774e-001
+2.7651344e+000,+1.5453274e-001
+2.7651344e+000,+1.3364994e-001
+2.7651344e+000,+1.1276714e-001
+2.7651344e+000,+9.4668709e-002
+2.7651344e+000,+7.7962466e-002
+2.7651344e+000,+6.2648410e-002
+2.7651344e+000,+5.0118728e-002
+2.7651344e+000,+3.8981233e-002
+2.7651344e+000,+2.9235925e-002
+2.7651344e+000,+2.2274990e-002
+2.7651344e+000,+1.5314056e-002
+2.7651344e+000,+1.1137495e-002
+2.7909767e+000,+6.9609345e-003
+2.7909767e+000,+4.1765607e-003
+2.7909767e+000,+2.7843738e-003
+2.7909767e+000,+1.3921869e-003
+2.7909767e+000,+0.0000000e+000
+2.8168191e+000,+0.0000000e+000
+2.8426615e+000,+0.0000000e+000
+2.8685039e+000,+0.0000000e+000
+2.8943463e+000,+0.0000000e+000
+2.9201886e+000,+0.0000000e+000
+2.9460310e+000,+0.0000000e+000
+2.9718734e+000,+0.0000000e+000
+2.9977158e+000,+0.0000000e+000
+2.9977158e+000,+1.3921869e-003
+2.9977158e+000,+2.7843738e-003
+2.9977158e+000,+4.1765607e-003
+2.9977158e+000,+6.9609345e-003
+2.9977158e+000,+1.1137495e-002
+2.9977158e+000,+1.5314056e-002
+2.9977158e+000,+2.2274990e-002
+2.9977158e+000,+2.9235925e-002
+2.9977158e+000,+3.8981233e-002
+2.9977158e+000,+5.0118728e-002
+2.9977158e+000,+6.2648410e-002
+2.9977158e+000,+7.7962466e-002
+2.9977158e+000,+9.4668709e-002
+2.9977158e+000,+1.1276714e-001
+2.9977158e+000,+1.3364994e-001
+2.9977158e+000,+1.5453274e-001
+2.9977158e+000,+1.7680774e-001
+2.9977158e+000,+2.0047491e-001
+3.0235581e+000,+2.2553428e-001
+3.0235581e+000,+2.4920145e-001
+3.0235581e+000,+2.7426082e-001
+3.0235581e+000,+2.9932018e-001
+3.0235581e+000,+3.2298736e-001
+3.0235581e+000,+3.4526235e-001
+3.0235581e+000,+3.6614515e-001
+3.0235581e+000,+3.8702796e-001
+3.0235581e+000,+4.0512639e-001
+3.0235581e+000,+4.2183263e-001
+3.0235581e+000,+4.3714668e-001
+3.0235581e+000,+4.4967637e-001
+3.0235581e+000,+4.6081386e-001
+3.0235581e+000,+4.7055917e-001
+3.0235581e+000,+4.7752010e-001
+3.0235581e+000,+4.8448104e-001
+3.0235581e+000,+4.8865760e-001
+3.0235581e+000,+4.9283416e-001
+3.0235581e+000,+4.9561853e-001
+3.0235581e+000,+4.9701072e-001
+3.0235581e+000,+4.9840291e-001
+3.0235581e+000,+4.9979509e-001
+3.0494005e+000,+4.9979509e-001
+3.0494005e+000,+4.9840291e-001
+3.0494005e+000,+4.9701072e-001
+3.0494005e+000,+4.9561853e-001
+3.0494005e+000,+4.9283416e-001
+3.0494005e+000,+4.8865760e-001
+3.0494005e+000,+4.8448104e-001
+3.0494005e+000,+4.7752010e-001
+3.0494005e+000,+4.7055917e-001
+3.0494005e+000,+4.6081386e-001
+3.0494005e+000,+4.4967637e-001
+3.0494005e+000,+4.3714668e-001
+3.0494005e+000,+4.2183263e-001
+3.0494005e+000,+4.0512639e-001
+3.0494005e+000,+3.8702796e-001
+3.0494005e+000,+3.6614515e-001
+3.0494005e+000,+3.4526235e-001
+3.0494005e+000,+3.2298736e-001
+3.0494005e+000,+2.9932018e-001
+3.0494005e+000,+2.7426082e-001
+3.0494005e+000,+2.5059364e-001
+3.0752429e+000,+2.2553428e-001
+3.0752429e+000,+2.0047491e-001
+3.0752429e+000,+1.7680774e-001
+3.0752429e+000,+1.5453274e-001
+3.0752429e+000,+1.3364994e-001
+3.0752429e+000,+1.1276714e-001
+3.0752429e+000,+9.4668709e-002
+3.0752429e+000,+7.7962466e-002
+3.0752429e+000,+6.2648410e-002
+3.0752429e+000,+5.0118728e-002
+3.0752429e+000,+3.8981233e-002
+3.0752429e+000,+2.9235925e-002
+3.0752429e+000,+2.2274990e-002
+3.0752429e+000,+1.5314056e-002
+3.0752429e+000,+1.1137495e-002
+3.0752429e+000,+6.9609345e-003
+3.0752429e+000,+4.1765607e-003
+3.0752429e+000,+2.7843738e-003
+3.0752429e+000,+1.3921869e-003
+3.0752429e+000,+0.0000000e+000
+3.1010853e+000,+0.0000000e+000
+3.1269276e+000,+0.0000000e+000
+3.1527700e+000,+0.0000000e+000
+3.1786124e+000,+0.0000000e+000
+3.2044548e+000,+0.0000000e+000
+3.2302972e+000,+0.0000000e+000
+3.2561395e+000,+0.0000000e+000
+3.2819819e+000,+0.0000000e+000
+3.2819819e+000,+1.3921869e-003
+3.2819819e+000,+2.7843738e-003
+3.3078243e+000,+4.1765607e-003
+3.3078243e+000,+6.9609345e-003
+3.3078243e+000,+1.1137495e-002
+3.3078243e+000,+1.5314056e-002
+3.3078243e+000,+2.2274990e-002
+3.3078243e+000,+2.9235925e-002
+3.3078243e+000,+3.8981233e-002
+3.3078243e+000,+5.0118728e-002
+3.3078243e+000,+6.2648410e-002
+3.3078243e+000,+7.7962466e-002
+3.3078243e+000,+9.4668709e-002
+3.3078243e+000,+1.1276714e-001
+3.3078243e+000,+1.3364994e-001
+3.3078243e+000,+1.5453274e-001
+3.3078243e+000,+1.7680774e-001
+3.3078243e+000,+2.0047491e-001
+3.3078243e+000,+2.2553428e-001
+3.3078243e+000,+2.4920145e-001
+3.3078243e+000,+2.7426082e-001
+3.3078243e+000,+2.9932018e-001
+3.3078243e+000,+3.2298736e-001
+3.3078243e+000,+3.4526235e-001
+3.3078243e+000,+3.6614515e-001
+3.3078243e+000,+3.8702796e-001
+3.3078243e+000,+4.0512639e-001
+3.3078243e+000,+4.2183263e-001
+3.3336667e+000,+4.3714668e-001
+3.3336667e+000,+4.4967637e-001
+3.3336667e+000,+4.6081386e-001
+3.3336667e+000,+4.7055917e-001
+3.3336667e+000,+4.7752010e-001
+3.3336667e+000,+4.8448104e-001
+3.3336667e+000,+4.8865760e-001
+3.3336667e+000,+4.9283416e-001
+3.3336667e+000,+4.9561853e-001
+3.3336667e+000,+4.9701072e-001
+3.3336667e+000,+4.9840291e-001
+3.3336667e+000,+4.9979509e-001
+3.3595090e+000,+4.8865760e-001
+3.3595090e+000,+4.8448104e-001
+3.3595090e+000,+4.7752010e-001
+3.3595090e+000,+4.7055917e-001
+3.3595090e+000,+4.6081386e-001
+3.3595090e+000,+4.4967637e-001
+3.3595090e+000,+4.3714668e-001
+3.3595090e+000,+4.2183263e-001
+3.3595090e+000,+4.0512639e-001
+3.3595090e+000,+3.8702796e-001
+3.3595090e+000,+3.6614515e-001
+3.3595090e+000,+3.4526235e-001
+3.3595090e+000,+3.2298736e-001
+3.3595090e+000,+2.9932018e-001
+3.3595090e+000,+2.7426082e-001
+3.3595090e+000,+2.5059364e-001
+3.3595090e+000,+2.2553428e-001
+3.3595090e+000,+2.0047491e-001
+3.3595090e+000,+1.7680774e-001
+3.3595090e+000,+1.5453274e-001
+3.3595090e+000,+1.3364994e-001
+3.3595090e+000,+1.1276714e-001
+3.3595090e+000,+9.4668709e-002
+3.3595090e+000,+7.7962466e-002
+3.3595090e+000,+6.2648410e-002
+3.3595090e+000,+5.0118728e-002
+3.3853514e+000,+3.8981233e-002
+3.3853514e+000,+2.9235925e-002
+3.3853514e+000,+2.2274990e-002
+3.3853514e+000,+1.5314056e-002
+3.3853514e+000,+1.1137495e-002
+3.3853514e+000,+6.9609345e-003
+3.3853514e+000,+4.1765607e-003
+3.3853514e+000,+2.7843738e-003
+3.3853514e+000,+1.3921869e-003
+3.3853514e+000,+0.0000000e+000
+3.4111938e+000,+0.0000000e+000
+3.4370362e+000,+0.0000000e+000
+3.4628786e+000,+0.0000000e+000
+3.4887209e+000,+0.0000000e+000
+3.4887209e+000,+1.3921869e-003
+3.4887209e+000,+2.7843738e-003
+3.4887209e+000,+4.1765607e-003
+3.4887209e+000,+6.9609345e-003
+3.4887209e+000,+1.1137495e-002
+3.4887209e+000,+1.5314056e-002
+3.4887209e+000,+2.2274990e-002
+3.4887209e+000,+2.9235925e-002
+3.4887209e+000,+3.8981233e-002
+3.5145633e+000,+5.0118728e-002
+3.5145633e+000,+6.2648410e-002
+3.5145633e+000,+7.7962466e-002
+3.5145633e+000,+9.4668709e-002
+3.5145633e+000,+1.1276714e-001
+3.5145633e+000,+1.3364994e-001
+3.5145633e+000,+1.5453274e-001
+3.5145633e+000,+1.7680774e-001
+3.5145633e+000,+2.0047491e-001
+3.5145633e+000,+2.2553428e-001
+3.5145633e+000,+2.4920145e-001
+3.5145633e+000,+2.7426082e-001
+3.5145633e+000,+2.9932018e-001
+3.5145633e+000,+3.2298736e-001
+3.5145633e+000,+3.4526235e-001
+3.5145633e+000,+3.6614515e-001
+3.5145633e+000,+3.8702796e-001
+3.5145633e+000,+4.0512639e-001
+3.5145633e+000,+4.2183263e-001
+3.5145633e+000,+4.3714668e-001
+3.5145633e+000,+4.4967637e-001
+3.5145633e+000,+4.6081386e-001
+3.5145633e+000,+4.7055917e-001
+3.5145633e+000,+4.7752010e-001
+3.5145633e+000,+4.8448104e-001
+3.5145633e+000,+4.8865760e-001
+3.5404057e+000,+4.9283416e-001
+3.5404057e+000,+4.9561853e-001
+3.5404057e+000,+4.9701072e-001
+3.5404057e+000,+4.9840291e-001
+3.5404057e+000,+4.9979509e-001
+3.5404057e+000,+4.8865760e-001
+3.5404057e+000,+4.8448104e-001
+3.5404057e+000,+4.7752010e-001
+3.5404057e+000,+4.7055917e-001
+3.5404057e+000,+4.6081386e-001
+3.5404057e+000,+4.4967637e-001
+3.5404057e+000,+4.3714668e-001
+3.5662481e+000,+4.2183263e-001
+3.5662481e+000,+4.0512639e-001
+3.5662481e+000,+3.8702796e-001
+3.5662481e+000,+3.6614515e-001
+3.5662481e+000,+3.4526235e-001
+3.5662481e+000,+3.2298736e-001
+3.5662481e+000,+2.9932018e-001
+3.5662481e+000,+2.7426082e-001
+3.5662481e+000,+2.5059364e-001
+3.5662481e+000,+2.2553428e-001
+3.5662481e+000,+2.0047491e-001
+3.5662481e+000,+1.7680774e-001
+3.5662481e+000,+1.5453274e-001
+3.5662481e+000,+1.3364994e-001
+3.5662481e+000,+1.1276714e-001
+3.5662481e+000,+9.4668709e-002
+3.5662481e+000,+7.7962466e-002
+3.5662481e+000,+6.2648410e-002
+3.5662481e+000,+5.0118728e-002
+3.5662481e+000,+3.8981233e-002
+3.5662481e+000,+2.9235925e-002
+3.5662481e+000,+2.2274990e-002
+3.5662481e+000,+1.5314056e-002
+3.5662481e+000,+1.1137495e-002
+3.5662481e+000,+6.9609345e-003
+3.5662481e+000,+4.1765607e-003
+3.5920904e+000,+2.7843738e-003
+3.5920904e+000,+1.3921869e-003
+3.5920904e+000,+0.0000000e+000
+3.5920904e+000,+4.1765607e-003
+3.5920904e+000,+6.9609345e-003
+3.5920904e+000,+1.1137495e-002
+3.5920904e+000,+1.5314056e-002
+3.5920904e+000,+2.2274990e-002
+3.5920904e+000,+2.9235925e-002
+3.5920904e+000,+3.8981233e-002
+3.5920904e+000,+5.0118728e-002
+3.5920904e+000,+6.2648410e-002
+3.5920904e+000,+7.7962466e-002
+3.6179328e+000,+9.4668709e-002
+3.6179328e+000,+1.1276714e-001
+3.6179328e+000,+1.3364994e-001
+3.6179328e+000,+1.5453274e-001
+3.6179328e+000,+1.7680774e-001
+3.6179328e+000,+2.0047491e-001
+3.6179328e+000,+2.2553428e-001
+3.6179328e+000,+2.4920145e-001
+3.6179328e+000,+2.7426082e-001
+3.6179328e+000,+2.9932018e-001
+3.6179328e+000,+3.2298736e-001
+3.6179328e+000,+3.4526235e-001
+3.6179328e+000,+3.6614515e-001
+3.6179328e+000,+3.8702796e-001
+3.6179328e+000,+4.0512639e-001
+3.6179328e+000,+4.2183263e-001
+3.6179328e+000,+4.3714668e-001
+3.6179328e+000,+4.4967637e-001
+3.6179328e+000,+4.6081386e-001
+3.6179328e+000,+4.7055917e-001
+3.6179328e+000,+4.7752010e-001
+3.6179328e+000,+4.8448104e-001
+3.6179328e+000,+4.8865760e-001
+3.6179328e+000,+4.9283416e-001
+3.6179328e+000,+4.9561853e-001
+3.6179328e+000,+4.9701072e-001
+3.6437752e+000,+4.9840291e-001
+3.6437752e+000,+4.9979509e-001
+3.6437752e+000,+4.9701072e-001
+3.6437752e+000,+4.9561853e-001
+3.6437752e+000,+4.9283416e-001
+3.6437752e+000,+4.8865760e-001
+3.6437752e+000,+4.8448104e-001
+3.6437752e+000,+4.7752010e-001
+3.6437752e+000,+4.7055917e-001
+3.6437752e+000,+4.6081386e-001
+3.6437752e+000,+4.4967637e-001
+3.6437752e+000,+4.3714668e-001
+3.6437752e+000,+4.2183263e-001
+3.6437752e+000,+4.0512639e-001
+3.6437752e+000,+3.8702796e-001
+3.6696176e+000,+3.6614515e-001
+3.6696176e+000,+3.4526235e-001
+3.6696176e+000,+3.2298736e-001
+3.6696176e+000,+2.9932018e-001
+3.6696176e+000,+2.7426082e-001
+3.6696176e+000,+2.5059364e-001
+3.6696176e+000,+2.2553428e-001
+3.6696176e+000,+2.0047491e-001
+3.6696176e+000,+1.7680774e-001
+3.6696176e+000,+1.5453274e-001
+3.6696176e+000,+1.3364994e-001
+3.6696176e+000,+1.1276714e-001
+3.6696176e+000,+9.4668709e-002
