
OptGoiOpFt  1
sim_Tx_50RZ_OOK: Instantaneous Optical Power at b35687, mon_RZ , Run 1
Polarization,,X
SimCentralFrequency,[THz],193.414
Minimum,[mW],3.6758e-023
Maximum,[mW],0.501187
Time[ns],Power[mW]
+5.1167907e+000,+4.7055917e-001
+5.1167907e+000,+4.7752010e-001
+5.1167907e+000,+4.8448104e-001
+5.1167907e+000,+4.8865760e-001
+5.1167907e+000,+4.9283416e-001
+5.1167907e+000,+4.9561853e-001
+5.1426331e+000,+4.9701072e-001
+5.1426331e+000,+4.9840291e-001
+5.1426331e+000,+4.9979509e-001
+5.1426331e+000,+4.9561853e-001
+5.1426331e+000,+4.9283416e-001
+5.1426331e+000,+4.8865760e-001
+5.1426331e+000,+4.8448104e-001
+5.1426331e+000,+4.7752010e-001
+5.1426331e+000,+4.7055917e-001
+5.1426331e+000,+4.6081386e-001
+5.1426331e+000,+4.4967637e-001
+5.1426331e+000,+4.3714668e-001
+5.1426331e+000,+4.2183263e-001
+5.1426331e+000,+4.0512639e-001
+5.1684755e+000,+3.8702796e-001
+5.1684755e+000,+3.6614515e-001
+5.1684755e+000,+3.4526235e-001
+5.1684755e+000,+3.2298736e-001
+5.1684755e+000,+2.9932018e-001
+5.1684755e+000,+2.7426082e-001
+5.1684755e+000,+2.5059364e-001
+5.1684755e+000,+2.2553428e-001
+5.1684755e+000,+2.0047491e-001
+5.1684755e+000,+1.7680774e-001
+5.1684755e+000,+1.5453274e-001
+5.1684755e+000,+1.3364994e-001
+5.1684755e+000,+1.1276714e-001
+5.1684755e+000,+9.4668709e-002
+5.1684755e+000,+7.7962466e-002
+5.1684755e+000,+6.2648410e-002
+5.1684755e+000,+5.0118728e-002
+5.1684755e+000,+3.8981233e-002
+5.1684755e+000,+2.9235925e-002
+5.1684755e+000,+2.2274990e-002
+5.1684755e+000,+1.5314056e-002
+5.1684755e+000,+1.1137495e-002
+5.1684755e+000,+6.9609345e-003
+5.1684755e+000,+4.1765607e-003
+5.1684755e+000,+2.7843738e-003
+5.1684755e+000,+1.3921869e-003
+5.1943178e+000,+0.0000000e+000
+5.2201602e+000,+0.0000000e+000
+5.2460026e+000,+0.0000000e+000
+5.2718450e+000,+0.0000000e+000
+5.2976873e+000,+0.0000000e+000
+5.2976873e+000,+1.3921869e-003
+5.2976873e+000,+2.7843738e-003
+5.2976873e+000,+4.1765607e-003
+5.2976873e+000,+6.9609345e-003
+5.2976873e+000,+1.1137495e-002
+5.2976873e+000,+1.5314056e-002
+5.2976873e+000,+2.2274990e-002
+5.2976873e+000,+2.9235925e-002
+5.2976873e+000,+3.8981233e-002
+5.2976873e+000,+5.0118728e-002
+5.2976873e+000,+6.2648410e-002
+5.2976873e+000,+7.7962466e-002
+5.2976873e+000,+9.4668709e-002
+5.2976873e+000,+1.1276714e-001
+5.2976873e+000,+1.3364994e-001
+5.2976873e+000,+1.5453274e-001
+5.2976873e+000,+1.7680774e-001
+5.2976873e+000,+2.0047491e-001
+5.3235297e+000,+2.2553428e-001
+5.3235297e+000,+2.4920145e-001
+5.3235297e+000,+2.7426082e-001
+5.3235297e+000,+2.9932018e-001
+5.3235297e+000,+3.2298736e-001
+5.3235297e+000,+3.4526235e-001
+5.3235297e+000,+3.6614515e-001
+5.3235297e+000,+3.8702796e-001
+5.3235297e+000,+4.0512639e-001
+5.3235297e+000,+4.2183263e-001
+5.3235297e+000,+4.3714668e-001
+5.3235297e+000,+4.4967637e-001
+5.3235297e+000,+4.6081386e-001
+5.3235297e+000,+4.7055917e-001
+5.3235297e+000,+4.7752010e-001
+5.3235297e+000,+4.8448104e-001
+5.3235297e+000,+4.8865760e-001
+5.3235297e+000,+4.9283416e-001
+5.3235297e+000,+4.9561853e-001
+5.3235297e+000,+4.9701072e-001
+5.3235297e+000,+4.9840291e-001
+5.3235297e+000,+4.9979509e-001
+5.3493721e+000,+4.9979509e-001
+5.3493721e+000,+4.9840291e-001
+5.3493721e+000,+4.9701072e-001
+5.3493721e+000,+4.9561853e-001
+5.3493721e+000,+4.9283416e-001
+5.3493721e+000,+4.8865760e-001
+5.3493721e+000,+4.8448104e-001
+5.3493721e+000,+4.7752010e-001
+5.3493721e+000,+4.7055917e-001
+5.3493721e+000,+4.6081386e-001
+5.3493721e+000,+4.4967637e-001
+5.3493721e+000,+4.3714668e-001
+5.3493721e+000,+4.2183263e-001
+5.3493721e+000,+4.0512639e-001
+5.3493721e+000,+3.8702796e-001
+5.3493721e+000,+3.6614515e-001
+5.3493721e+000,+3.4526235e-001
+5.3493721e+000,+3.2298736e-001
+5.3493721e+000,+2.9932018e-001
+5.3493721e+000,+2.7426082e-001
+5.3493721e+000,+2.5059364e-001
+5.3752145e+000,+2.2553428e-001
+5.3752145e+000,+2.0047491e-001
+5.3752145e+000,+1.7680774e-001
+5.3752145e+000,+1.5453274e-001
+5.3752145e+000,+1.3364994e-001
+5.3752145e+000,+1.1276714e-001
+5.3752145e+000,+9.4668709e-002
+5.3752145e+000,+7.7962466e-002
+5.3752145e+000,+6.2648410e-002
+5.3752145e+000,+5.0118728e-002
+5.3752145e+000,+3.8981233e-002
+5.3752145e+000,+2.9235925e-002
+5.3752145e+000,+2.2274990e-002
+5.3752145e+000,+1.5314056e-002
+5.3752145e+000,+1.1137495e-002
+5.3752145e+000,+6.9609345e-003
+5.3752145e+000,+4.1765607e-003
+5.3752145e+000,+2.7843738e-003
+5.3752145e+000,+1.3921869e-003
+5.3752145e+000,+0.0000000e+000
+5.4010568e+000,+0.0000000e+000
+5.4010568e+000,+1.3921869e-003
+5.4010568e+000,+2.7843738e-003
+5.4010568e+000,+4.1765607e-003
+5.4010568e+000,+6.9609345e-003
+5.4010568e+000,+1.1137495e-002
+5.4010568e+000,+1.5314056e-002
+5.4010568e+000,+2.2274990e-002
+5.4010568e+000,+2.9235925e-002
+5.4010568e+000,+3.8981233e-002
+5.4010568e+000,+5.0118728e-002
+5.4010568e+000,+6.2648410e-002
+5.4010568e+000,+7.7962466e-002
+5.4010568e+000,+9.4668709e-002
+5.4010568e+000,+1.1276714e-001
+5.4010568e+000,+1.3364994e-001
+5.4010568e+000,+1.5453274e-001
+5.4010568e+000,+1.7680774e-001
+5.4010568e+000,+2.0047491e-001
+5.4010568e+000,+2.2553428e-001
+5.4010568e+000,+2.4920145e-001
+5.4010568e+000,+2.7426082e-001
+5.4268992e+000,+2.9932018e-001
+5.4268992e+000,+3.2298736e-001
+5.4268992e+000,+3.4526235e-001
+5.4268992e+000,+3.6614515e-001
+5.4268992e+000,+3.8702796e-001
+5.4268992e+000,+4.0512639e-001
+5.4268992e+000,+4.2183263e-001
+5.4268992e+000,+4.3714668e-001
+5.4268992e+000,+4.4967637e-001
+5.4268992e+000,+4.6081386e-001
+5.4268992e+000,+4.7055917e-001
+5.4268992e+000,+4.7752010e-001
+5.4268992e+000,+4.8448104e-001
+5.4268992e+000,+4.8865760e-001
+5.4268992e+000,+4.9283416e-001
+5.4268992e+000,+4.9561853e-001
+5.4268992e+000,+4.9701072e-001
+5.4268992e+000,+4.9840291e-001
+5.4268992e+000,+4.9979509e-001
+5.4527416e+000,+4.9979509e-001
+5.4527416e+000,+4.9840291e-001
+5.4527416e+000,+4.9701072e-001
+5.4527416e+000,+4.9561853e-001
+5.4527416e+000,+4.9283416e-001
+5.4527416e+000,+4.8865760e-001
+5.4527416e+000,+4.8448104e-001
+5.4527416e+000,+4.7752010e-001
+5.4527416e+000,+4.7055917e-001
+5.4527416e+000,+4.6081386e-001
+5.4527416e+000,+4.4967637e-001
+5.4527416e+000,+4.3714668e-001
+5.4527416e+000,+4.2183263e-001
+5.4527416e+000,+4.0512639e-001
+5.4527416e+000,+3.8702796e-001
+5.4527416e+000,+3.6614515e-001
+5.4527416e+000,+3.4526235e-001
+5.4527416e+000,+3.2298736e-001
+5.4527416e+000,+2.9932018e-001
+5.4527416e+000,+2.7426082e-001
+5.4527416e+000,+2.5059364e-001
+5.4527416e+000,+2.2553428e-001
+5.4527416e+000,+2.0047491e-001
+5.4527416e+000,+1.7680774e-001
+5.4785840e+000,+1.5453274e-001
+5.4785840e+000,+1.3364994e-001
+5.4785840e+000,+1.1276714e-001
+5.4785840e+000,+9.4668709e-002
+5.4785840e+000,+7.7962466e-002
+5.4785840e+000,+6.2648410e-002
+5.4785840e+000,+5.0118728e-002
+5.4785840e+000,+3.8981233e-002
+5.4785840e+000,+2.9235925e-002
+5.4785840e+000,+2.2274990e-002
+5.4785840e+000,+1.5314056e-002
+5.4785840e+000,+1.1137495e-002
+5.4785840e+000,+6.9609345e-003
+5.4785840e+000,+4.1765607e-003
+5.4785840e+000,+2.7843738e-003
+5.4785840e+000,+1.3921869e-003
+5.4785840e+000,+0.0000000e+000
+5.5044264e+000,+0.0000000e+000
+5.5044264e+000,+1.3921869e-003
+5.5044264e+000,+2.7843738e-003
+5.5044264e+000,+4.1765607e-003
+5.5044264e+000,+6.9609345e-003
+5.5044264e+000,+1.1137495e-002
+5.5044264e+000,+1.5314056e-002
+5.5044264e+000,+2.2274990e-002
+5.5044264e+000,+2.9235925e-002
+5.5044264e+000,+3.8981233e-002
+5.5044264e+000,+5.0118728e-002
+5.5044264e+000,+6.2648410e-002
+5.5044264e+000,+7.7962466e-002
+5.5044264e+000,+9.4668709e-002
+5.5044264e+000,+1.1276714e-001
+5.5044264e+000,+1.3364994e-001
+5.5044264e+000,+1.5453274e-001
+5.5044264e+000,+1.7680774e-001
+5.5044264e+000,+2.0047491e-001
+5.5044264e+000,+2.2553428e-001
+5.5044264e+000,+2.4920145e-001
+5.5044264e+000,+2.7426082e-001
+5.5044264e+000,+2.9932018e-001
+5.5044264e+000,+3.2298736e-001
+5.5044264e+000,+3.4526235e-001
+5.5044264e+000,+3.6614515e-001
+5.5302687e+000,+3.8702796e-001
+5.5302687e+000,+4.0512639e-001
+5.5302687e+000,+4.2183263e-001
+5.5302687e+000,+4.3714668e-001
+5.5302687e+000,+4.4967637e-001
+5.5302687e+000,+4.6081386e-001
+5.5302687e+000,+4.7055917e-001
+5.5302687e+000,+4.7752010e-001
+5.5302687e+000,+4.8448104e-001
+5.5302687e+000,+4.8865760e-001
+5.5302687e+000,+4.9283416e-001
+5.5302687e+000,+4.9561853e-001
+5.5302687e+000,+4.9701072e-001
+5.5302687e+000,+4.9840291e-001
+5.5302687e+000,+4.9979509e-001
+5.5561111e+000,+4.9701072e-001
+5.5561111e+000,+4.9561853e-001
+5.5561111e+000,+4.9283416e-001
+5.5561111e+000,+4.8865760e-001
+5.5561111e+000,+4.8448104e-001
+5.5561111e+000,+4.7752010e-001
+5.5561111e+000,+4.7055917e-001
+5.5561111e+000,+4.6081386e-001
+5.5561111e+000,+4.4967637e-001
+5.5561111e+000,+4.3714668e-001
+5.5561111e+000,+4.2183263e-001
+5.5561111e+000,+4.0512639e-001
+5.5561111e+000,+3.8702796e-001
+5.5561111e+000,+3.6614515e-001
+5.5561111e+000,+3.4526235e-001
+5.5561111e+000,+3.2298736e-001
+5.5561111e+000,+2.9932018e-001
+5.5561111e+000,+2.7426082e-001
+5.5561111e+000,+2.5059364e-001
+5.5561111e+000,+2.2553428e-001
+5.5561111e+000,+2.0047491e-001
+5.5561111e+000,+1.7680774e-001
+5.5561111e+000,+1.5453274e-001
+5.5561111e+000,+1.3364994e-001
+5.5561111e+000,+1.1276714e-001
+5.5819535e+000,+9.4668709e-002
+5.5819535e+000,+7.7962466e-002
+5.5819535e+000,+6.2648410e-002
+5.5819535e+000,+5.0118728e-002
+5.5819535e+000,+3.8981233e-002
+5.5819535e+000,+2.9235925e-002
+5.5819535e+000,+2.2274990e-002
+5.5819535e+000,+1.5314056e-002
+5.5819535e+000,+1.1137495e-002
+5.5819535e+000,+6.9609345e-003
+5.5819535e+000,+4.1765607e-003
+5.5819535e+000,+2.7843738e-003
+5.5819535e+000,+1.3921869e-003
+5.5819535e+000,+0.0000000e+000
+5.6077959e+000,+4.1765607e-003
+5.6077959e+000,+6.9609345e-003
+5.6077959e+000,+1.1137495e-002
+5.6077959e+000,+1.5314056e-002
+5.6077959e+000,+2.2274990e-002
+5.6077959e+000,+2.9235925e-002
+5.6077959e+000,+3.8981233e-002
+5.6077959e+000,+5.0118728e-002
+5.6077959e+000,+6.2648410e-002
+5.6077959e+000,+7.7962466e-002
+5.6077959e+000,+9.4668709e-002
+5.6077959e+000,+1.1276714e-001
+5.6077959e+000,+1.3364994e-001
+5.6077959e+000,+1.5453274e-001
+5.6077959e+000,+1.7680774e-001
+5.6077959e+000,+2.0047491e-001
+5.6077959e+000,+2.2553428e-001
+5.6077959e+000,+2.4920145e-001
+5.6077959e+000,+2.7426082e-001
+5.6077959e+000,+2.9932018e-001
+5.6077959e+000,+3.2298736e-001
+5.6077959e+000,+3.4526235e-001
+5.6077959e+000,+3.6614515e-001
+5.6077959e+000,+3.8702796e-001
+5.6077959e+000,+4.0512639e-001
+5.6077959e+000,+4.2183263e-001
+5.6336382e+000,+4.3714668e-001
+5.6336382e+000,+4.4967637e-001
+5.6336382e+000,+4.6081386e-001
+5.6336382e+000,+4.7055917e-001
+5.6336382e+000,+4.7752010e-001
+5.6336382e+000,+4.8448104e-001
+5.6336382e+000,+4.8865760e-001
+5.6336382e+000,+4.9283416e-001
+5.6336382e+000,+4.9561853e-001
+5.6336382e+000,+4.9701072e-001
+5.6336382e+000,+4.9840291e-001
+5.6336382e+000,+4.9979509e-001
+5.6594806e+000,+4.8865760e-001
+5.6594806e+000,+4.8448104e-001
+5.6594806e+000,+4.7752010e-001
+5.6594806e+000,+4.7055917e-001
+5.6594806e+000,+4.6081386e-001
+5.6594806e+000,+4.4967637e-001
+5.6594806e+000,+4.3714668e-001
+5.6594806e+000,+4.2183263e-001
+5.6594806e+000,+4.0512639e-001
+5.6594806e+000,+3.8702796e-001
+5.6594806e+000,+3.6614515e-001
+5.6594806e+000,+3.4526235e-001
+5.6594806e+000,+3.2298736e-001
+5.6594806e+000,+2.9932018e-001
+5.6594806e+000,+2.7426082e-001
+5.6594806e+000,+2.5059364e-001
+5.6594806e+000,+2.2553428e-001
+5.6594806e+000,+2.0047491e-001
+5.6594806e+000,+1.7680774e-001
+5.6594806e+000,+1.5453274e-001
+5.6594806e+000,+1.3364994e-001
+5.6594806e+000,+1.1276714e-001
+5.6594806e+000,+9.4668709e-002
+5.6594806e+000,+7.7962466e-002
+5.6594806e+000,+6.2648410e-002
+5.6594806e+000,+5.0118728e-002
+5.6853230e+000,+3.8981233e-002
+5.6853230e+000,+2.9235925e-002
+5.6853230e+000,+2.2274990e-002
+5.6853230e+000,+1.5314056e-002
+5.6853230e+000,+1.1137495e-002
+5.6853230e+000,+6.9609345e-003
+5.6853230e+000,+4.1765607e-003
+5.6853230e+000,+2.7843738e-003
+5.6853230e+000,+1.3921869e-003
+5.6853230e+000,+0.0000000e+000
+5.7111654e+000,+2.2274990e-002
+5.7111654e+000,+2.9235925e-002
+5.7111654e+000,+3.8981233e-002
+5.7111654e+000,+5.0118728e-002
+5.7111654e+000,+6.2648410e-002
+5.7111654e+000,+7.7962466e-002
+5.7111654e+000,+9.4668709e-002
+5.7111654e+000,+1.1276714e-001
+5.7111654e+000,+1.3364994e-001
+5.7111654e+000,+1.5453274e-001
+5.7111654e+000,+1.7680774e-001
+5.7111654e+000,+2.0047491e-001
+5.7111654e+000,+2.2553428e-001
+5.7111654e+000,+2.4920145e-001
+5.7111654e+000,+2.7426082e-001
+5.7111654e+000,+2.9932018e-001
+5.7111654e+000,+3.2298736e-001
+5.7111654e+000,+3.4526235e-001
+5.7111654e+000,+3.6614515e-001
+5.7111654e+000,+3.8702796e-001
+5.7111654e+000,+4.0512639e-001
+5.7111654e+000,+4.2183263e-001
+5.7111654e+000,+4.3714668e-001
+5.7111654e+000,+4.4967637e-001
+5.7111654e+000,+4.6081386e-001
+5.7111654e+000,+4.7055917e-001
+5.7370078e+000,+4.7752010e-001
+5.7370078e+000,+4.8448104e-001
+5.7370078e+000,+4.8865760e-001
+5.7370078e+000,+4.9283416e-001
+5.7370078e+000,+4.9561853e-001
+5.7370078e+000,+4.9701072e-001
+5.7370078e+000,+4.9840291e-001
+5.7370078e+000,+4.9979509e-001
+5.7628501e+000,+4.7055917e-001
+5.7628501e+000,+4.6081386e-001
+5.7628501e+000,+4.4967637e-001
+5.7628501e+000,+4.3714668e-001
+5.7628501e+000,+4.2183263e-001
+5.7628501e+000,+4.0512639e-001
+5.7628501e+000,+3.8702796e-001
+5.7628501e+000,+3.6614515e-001
+5.7628501e+000,+3.4526235e-001
+5.7628501e+000,+3.2298736e-001
+5.7628501e+000,+2.9932018e-001
+5.7628501e+000,+2.7426082e-001
+5.7628501e+000,+2.5059364e-001
+5.7628501e+000,+2.2553428e-001
+5.7628501e+000,+2.0047491e-001
+5.7628501e+000,+1.7680774e-001
+5.7628501e+000,+1.5453274e-001
+5.7628501e+000,+1.3364994e-001
+5.7628501e+000,+1.1276714e-001
+5.7628501e+000,+9.4668709e-002
+5.7628501e+000,+7.7962466e-002
+5.7628501e+000,+6.2648410e-002
+5.7628501e+000,+5.0118728e-002
+5.7628501e+000,+3.8981233e-002
+5.7628501e+000,+2.9235925e-002
+5.7628501e+000,+2.2274990e-002
+5.7886925e+000,+1.5314056e-002
+5.7886925e+000,+1.1137495e-002
+5.7886925e+000,+6.9609345e-003
+5.7886925e+000,+4.1765607e-003
+5.7886925e+000,+2.7843738e-003
+5.7886925e+000,+1.3921869e-003
+5.7886925e+000,+0.0000000e+000
+5.7886925e+000,+2.2274990e-002
+5.7886925e+000,+2.9235925e-002
+5.7886925e+000,+3.8981233e-002
+5.8145349e+000,+5.0118728e-002
+5.8145349e+000,+6.2648410e-002
+5.8145349e+000,+7.7962466e-002
+5.8145349e+000,+9.4668709e-002
+5.8145349e+000,+1.1276714e-001
+5.8145349e+000,+1.3364994e-001
+5.8145349e+000,+1.5453274e-001
+5.8145349e+000,+1.7680774e-001
+5.8145349e+000,+2.0047491e-001
+5.8145349e+000,+2.2553428e-001
+5.8145349e+000,+2.4920145e-001
+5.8145349e+000,+2.7426082e-001
+5.8145349e+000,+2.9932018e-001
+5.8145349e+000,+3.2298736e-001
+5.8145349e+000,+3.4526235e-001
+5.8145349e+000,+3.6614515e-001
+5.8145349e+000,+3.8702796e-001
+5.8145349e+000,+4.0512639e-001
+5.8145349e+000,+4.2183263e-001
+5.8145349e+000,+4.3714668e-001
+5.8145349e+000,+4.4967637e-001
+5.8145349e+000,+4.6081386e-001
+5.8145349e+000,+4.7055917e-001
+5.8145349e+000,+4.7752010e-001
+5.8145349e+000,+4.8448104e-001
+5.8145349e+000,+4.8865760e-001
+5.8403773e+000,+4.9283416e-001
+5.8403773e+000,+4.9561853e-001
+5.8403773e+000,+4.9701072e-001
+5.8403773e+000,+4.9840291e-001
+5.8403773e+000,+4.9979509e-001
+5.8403773e+000,+4.8865760e-001
+5.8403773e+000,+4.8448104e-001
+5.8403773e+000,+4.7752010e-001
+5.8403773e+000,+4.7055917e-001
+5.8403773e+000,+4.6081386e-001
+5.8403773e+000,+4.4967637e-001
+5.8403773e+000,+4.3714668e-001
+5.8662196e+000,+4.2183263e-001
+5.8662196e+000,+4.0512639e-001
+5.8662196e+000,+3.8702796e-001
+5.8662196e+000,+3.6614515e-001
+5.8662196e+000,+3.4526235e-001
+5.8662196e+000,+3.2298736e-001
+5.8662196e+000,+2.9932018e-001
+5.8662196e+000,+2.7426082e-001
+5.8662196e+000,+2.5059364e-001
+5.8662196e+000,+2.2553428e-001
+5.8662196e+000,+2.0047491e-001
+5.8662196e+000,+1.7680774e-001
+5.8662196e+000,+1.5453274e-001
+5.8662196e+000,+1.3364994e-001
+5.8662196e+000,+1.1276714e-001
+5.8662196e+000,+9.4668709e-002
+5.8662196e+000,+7.7962466e-002
+5.8662196e+000,+6.2648410e-002
+5.8662196e+000,+5.0118728e-002
+5.8662196e+000,+3.8981233e-002
+5.8662196e+000,+2.9235925e-002
+5.8662196e+000,+2.2274990e-002
+5.8662196e+000,+1.5314056e-002
+5.8662196e+000,+1.1137495e-002
+5.8662196e+000,+6.9609345e-003
+5.8662196e+000,+4.1765607e-003
+5.8920620e+000,+2.7843738e-003
+5.8920620e+000,+1.3921869e-003
+5.8920620e+000,+0.0000000e+000
+5.9179044e+000,+0.0000000e+000
+5.9437468e+000,+0.0000000e+000
+5.9695891e+000,+0.0000000e+000
+5.9954315e+000,+0.0000000e+000
+6.0212739e+000,+0.0000000e+000
+6.0471163e+000,+0.0000000e+000
+6.0729587e+000,+0.0000000e+000
+6.0988010e+000,+0.0000000e+000
+6.1246434e+000,+0.0000000e+000
+6.1504858e+000,+0.0000000e+000
+6.1763282e+000,+0.0000000e+000
+6.2021705e+000,+0.0000000e+000
+6.2280129e+000,+0.0000000e+000
+6.2538553e+000,+0.0000000e+000
+6.2796977e+000,+0.0000000e+000
+6.3055401e+000,+0.0000000e+000
+6.3313824e+000,+0.0000000e+000
+6.3572248e+000,+0.0000000e+000
+6.3830672e+000,+0.0000000e+000
+6.3830672e+000,+1.3921869e-003
+6.3830672e+000,+2.7843738e-003
+6.3830672e+000,+4.1765607e-003
+6.4089096e+000,+6.9609345e-003
+6.4089096e+000,+1.1137495e-002
+6.4089096e+000,+1.5314056e-002
+6.4089096e+000,+2.2274990e-002
+6.4089096e+000,+2.9235925e-002
+6.4089096e+000,+3.8981233e-002
+6.4089096e+000,+5.0118728e-002
+6.4089096e+000,+6.2648410e-002
+6.4089096e+000,+7.7962466e-002
+6.4089096e+000,+9.4668709e-002
+6.4089096e+000,+1.1276714e-001
+6.4089096e+000,+1.3364994e-001
+6.4089096e+000,+1.5453274e-001
+6.4089096e+000,+1.7680774e-001
+6.4089096e+000,+2.0047491e-001
+6.4089096e+000,+2.2553428e-001
+6.4089096e+000,+2.4920145e-001
+6.4089096e+000,+2.7426082e-001
+6.4089096e+000,+2.9932018e-001
+6.4089096e+000,+3.2298736e-001
+6.4089096e+000,+3.4526235e-001
+6.4089096e+000,+3.6614515e-001
+6.4089096e+000,+3.8702796e-001
+6.4089096e+000,+4.0512639e-001
+6.4089096e+000,+4.2183263e-001
+6.4089096e+000,+4.3714668e-001
+6.4347519e+000,+4.4967637e-001
+6.4347519e+000,+4.6081386e-001
+6.4347519e+000,+4.7055917e-001
+6.4347519e+000,+4.7752010e-001
+6.4347519e+000,+4.8448104e-001
+6.4347519e+000,+4.8865760e-001
+6.4347519e+000,+4.9283416e-001
+6.4347519e+000,+4.9561853e-001
+6.4347519e+000,+4.9701072e-001
+6.4347519e+000,+4.9840291e-001
+6.4347519e+000,+4.9979509e-001
+6.4605943e+000,+4.8448104e-001
+6.4605943e+000,+4.7752010e-001
+6.4605943e+000,+4.7055917e-001
+6.4605943e+000,+4.6081386e-001
+6.4605943e+000,+4.4967637e-001
+6.4605943e+000,+4.3714668e-001
+6.4605943e+000,+4.2183263e-001
+6.4605943e+000,+4.0512639e-001
+6.4605943e+000,+3.8702796e-001
+6.4605943e+000,+3.6614515e-001
+6.4605943e+000,+3.4526235e-001
+6.4605943e+000,+3.2298736e-001
+6.4605943e+000,+2.9932018e-001
+6.4605943e+000,+2.7426082e-001
+6.4605943e+000,+2.5059364e-001
+6.4605943e+000,+2.2553428e-001
+6.4605943e+000,+2.0047491e-001
+6.4605943e+000,+1.7680774e-001
+6.4605943e+000,+1.5453274e-001
+6.4605943e+000,+1.3364994e-001
+6.4605943e+000,+1.1276714e-001
+6.4605943e+000,+9.4668709e-002
+6.4605943e+000,+7.7962466e-002
+6.4605943e+000,+6.2648410e-002
+6.4605943e+000,+5.0118728e-002
+6.4605943e+000,+3.8981233e-002
+6.4864367e+000,+2.9235925e-002
+6.4864367e+000,+2.2274990e-002
+6.4864367e+000,+1.5314056e-002
+6.4864367e+000,+1.1137495e-002
+6.4864367e+000,+6.9609345e-003
+6.4864367e+000,+4.1765607e-003
+6.4864367e+000,+2.7843738e-003
+6.4864367e+000,+1.3921869e-003
+6.4864367e+000,+0.0000000e+000
+6.5122791e+000,+0.0000000e+000
+6.5381214e+000,+0.0000000e+000
+6.5639638e+000,+0.0000000e+000
+6.5898062e+000,+0.0000000e+000
+6.6156486e+000,+0.0000000e+000
+6.6414910e+000,+0.0000000e+000
+6.6673333e+000,+0.0000000e+000
+6.6931757e+000,+0.0000000e+000
+6.7190181e+000,+0.0000000e+000
+6.7448605e+000,+0.0000000e+000
+6.7707028e+000,+0.0000000e+000
+6.7965452e+000,+0.0000000e+000
+6.8223876e+000,+0.0000000e+000
+6.8482300e+000,+0.0000000e+000
+6.8740724e+000,+0.0000000e+000
+6.8999147e+000,+0.0000000e+000
+6.8999147e+000,+1.3921869e-003
+6.8999147e+000,+2.7843738e-003
+6.8999147e+000,+4.1765607e-003
+6.8999147e+000,+6.9609345e-003
+6.8999147e+000,+1.1137495e-002
+6.8999147e+000,+1.5314056e-002
+6.8999147e+000,+2.2274990e-002
+6.8999147e+000,+2.9235925e-002
+6.8999147e+000,+3.8981233e-002
+6.8999147e+000,+5.0118728e-002
+6.8999147e+000,+6.2648410e-002
+6.8999147e+000,+7.7962466e-002
+6.8999147e+000,+9.4668709e-002
+6.8999147e+000,+1.1276714e-001
+6.8999147e+000,+1.3364994e-001
+6.8999147e+000,+1.5453274e-001
+6.8999147e+000,+1.7680774e-001
+6.8999147e+000,+2.0047491e-001
+6.8999147e+000,+2.2553428e-001
+6.8999147e+000,+2.4920145e-001
+6.9257571e+000,+2.7426082e-001
+6.9257571e+000,+2.9932018e-001
+6.9257571e+000,+3.2298736e-001
+6.9257571e+000,+3.4526235e-001
+6.9257571e+000,+3.6614515e-001
+6.9257571e+000,+3.8702796e-001
+6.9257571e+000,+4.0512639e-001
+6.9257571e+000,+4.2183263e-001
+6.9257571e+000,+4.3714668e-001
+6.9257571e+000,+4.4967637e-001
+6.9257571e+000,+4.6081386e-001
+6.9257571e+000,+4.7055917e-001
+6.9257571e+000,+4.7752010e-001
+6.9257571e+000,+4.8448104e-001
+6.9257571e+000,+4.8865760e-001
+6.9257571e+000,+4.9283416e-001
+6.9257571e+000,+4.9561853e-001
+6.9257571e+000,+4.9701072e-001
+6.9257571e+000,+4.9840291e-001
+6.9257571e+000,+4.9979509e-001
+6.9515995e+000,+4.9979509e-001
+6.9515995e+000,+4.9840291e-001
+6.9515995e+000,+4.9701072e-001
+6.9515995e+000,+4.9561853e-001
+6.9515995e+000,+4.9283416e-001
+6.9515995e+000,+4.8865760e-001
+6.9515995e+000,+4.8448104e-001
+6.9515995e+000,+4.7752010e-001
+6.9515995e+000,+4.7055917e-001
+6.9515995e+000,+4.6081386e-001
+6.9515995e+000,+4.4967637e-001
+6.9515995e+000,+4.3714668e-001
+6.9515995e+000,+4.2183263e-001
+6.9515995e+000,+4.0512639e-001
+6.9515995e+000,+3.8702796e-001
+6.9515995e+000,+3.6614515e-001
+6.9515995e+000,+3.4526235e-001
+6.9515995e+000,+3.2298736e-001
+6.9515995e+000,+2.9932018e-001
+6.9515995e+000,+2.7426082e-001
+6.9515995e+000,+2.5059364e-001
+6.9515995e+000,+2.2553428e-001
+6.9515995e+000,+2.0047491e-001
+6.9774419e+000,+1.7680774e-001
+6.9774419e+000,+1.5453274e-001
+6.9774419e+000,+1.3364994e-001
+6.9774419e+000,+1.1276714e-001
+6.9774419e+000,+9.4668709e-002
+6.9774419e+000,+7.7962466e-002
+6.9774419e+000,+6.2648410e-002
+6.9774419e+000,+5.0118728e-002
+6.9774419e+000,+3.8981233e-002
+6.9774419e+000,+2.9235925e-002
+6.9774419e+000,+2.2274990e-002
+6.9774419e+000,+1.5314056e-002
+6.9774419e+000,+1.1137495e-002
+6.9774419e+000,+6.9609345e-003
+6.9774419e+000,+4.1765607e-003
